x(mm),y(mm),z(mm),x/H,y/H,z/H,<u/uH>,<v/uH>,<w/uH>,<urms/uH>,<vrms/uH>,<wrms/uH>,<k/uH2>,<uref-u>,<uref-v>,<uref-w>
400,60,100,2.000,0.300,0.500,0.74,-0.03,-0.03,0.234,0.204,0.177,0.064,5.37,5.73,5.51
400,75,100,2.000,0.375,0.500,0.77,-0.03,-0.04,0.247,0.189,0.167,0.062,5.38,5.75,5.49
400,100,100,2.000,0.500,0.500,0.82,-0.03,-0.02,0.239,0.179,0.156,0.057,5.37,5.73,5.49
400,125,100,2.000,0.625,0.500,0.87,-0.02,-0.01,0.242,0.169,0.147,0.054,5.35,5.74,5.46
400,150,100,2.000,0.750,0.500,0.93,-0.02,-0.01,0.244,0.150,0.137,0.050,5.33,5.72,5.48
400,200,100,2.000,1.000,0.500,0.98,-0.01,0.01,0.212,0.145,0.129,0.041,5.36,5.75,5.46
-150,0,50,-0.750,0.000,0.250,0.36,0.00,-0.11,0.175,0.146,0.121,0.033,5.29,5.80,5.24
-150,25,50,-0.750,0.125,0.250,0.43,0.10,-0.13,0.175,0.159,0.117,0.035,5.29,5.77,5.24
-150,40,50,-0.750,0.200,0.250,0.50,0.16,-0.12,0.189,0.166,0.118,0.039,5.27,5.80,5.23
-150,50,50,-0.750,0.250,0.250,0.53,0.20,-0.12,0.185,0.167,0.123,0.039,5.27,5.76,5.25
-150,60,50,-0.750,0.300,0.250,0.59,0.21,-0.11,0.195,0.176,0.118,0.041,5.26,5.80,5.24
-150,75,50,-0.750,0.375,0.250,0.64,0.22,-0.09,0.209,0.176,0.119,0.044,5.28,5.76,5.26
-150,100,50,-0.750,0.500,0.250,0.72,0.20,-0.07,0.204,0.177,0.116,0.043,5.27,5.76,5.24
-150,125,50,-0.750,0.625,0.250,0.77,0.17,-0.05,0.199,0.175,0.118,0.042,5.25,5.78,5.23
-150,150,50,-0.750,0.750,0.250,0.77,0.16,-0.04,0.203,0.175,0.115,0.043,5.29,5.80,5.26
-150,200,50,-0.750,1.000,0.250,0.78,0.11,-0.03,0.204,0.167,0.112,0.041,5.23,5.80,5.26
-125,0,50,-0.625,0.000,0.250,0.16,-0.02,-0.23,0.149,0.151,0.138,0.032,5.26,5.79,5.28
-125,25,50,-0.625,0.125,0.250,0.26,0.18,-0.25,0.154,0.176,0.136,0.037,5.28,5.78,5.24
-125,40,50,-0.625,0.200,0.250,0.36,0.32,-0.24,0.163,0.182,0.140,0.040,5.29,5.81,5.25
-125,50,50,-0.625,0.250,0.250,0.46,0.36,-0.24,0.172,0.196,0.143,0.044,5.30,5.80,5.25
-125,60,50,-0.625,0.300,0.250,0.58,0.38,-0.22,0.182,0.188,0.142,0.044,5.27,5.80,5.22
-125,75,50,-0.625,0.375,0.250,0.71,0.32,-0.18,0.200,0.199,0.127,0.048,5.29,5.76,5.25
-125,100,50,-0.625,0.500,0.250,0.79,0.25,-0.10,0.213,0.180,0.123,0.046,5.27,5.77,5.23
-125,125,50,-0.625,0.625,0.250,0.81,0.20,-0.05,0.206,0.179,0.120,0.044,5.28,5.76,5.23
-125,150,50,-0.625,0.750,0.250,0.82,0.16,-0.04,0.204,0.175,0.115,0.043,5.28,5.79,5.24
-125,200,50,-0.625,1.000,0.250,0.79,0.11,-0.03,0.206,0.174,0.115,0.043,5.28,5.80,5.23
-110,0,50,-0.550,0.000,0.250,0.01,-0.03,-0.31,0.129,0.171,0.163,0.036,5.28,5.78,5.25
-110,25,50,-0.550,0.125,0.250,0.06,0.25,-0.37,0.123,0.190,0.175,0.041,5.29,5.77,5.26
-110,40,50,-0.550,0.200,0.250,0.17,0.49,-0.38,0.145,0.189,0.184,0.045,5.29,5.79,5.24
-110,50,50,-0.550,0.250,0.250,0.37,0.62,-0.38,0.176,0.219,0.181,0.056,5.28,5.78,5.25
-110,60,50,-0.550,0.300,0.250,0.61,0.56,-0.33,0.196,0.229,0.176,0.061,5.33,5.79,5.25
-110,75,50,-0.550,0.375,0.250,0.76,0.43,-0.23,0.197,0.217,0.153,0.055,5.28,5.76,5.25
-110,100,50,-0.550,0.500,0.250,0.84,0.27,-0.12,0.199,0.195,0.130,0.047,5.29,5.79,5.25
-110,125,50,-0.550,0.625,0.250,0.84,0.21,-0.06,0.205,0.180,0.119,0.044,5.30,5.77,5.25
-110,150,50,-0.550,0.750,0.250,0.83,0.16,-0.04,0.197,0.176,0.116,0.042,5.26,5.78,5.26
-110,200,50,-0.550,1.000,0.250,0.82,0.13,-0.03,0.199,0.172,0.114,0.041,5.30,5.79,5.24
-100,60,50,-0.500,0.300,0.250,0.72,0.71,-0.43,0.227,0.263,0.223,0.085,5.29,5.77,5.25
-100,75,50,-0.500,0.375,0.250,0.83,0.47,-0.27,0.209,0.240,0.170,0.065,5.29,5.79,5.25
-100,100,50,-0.500,0.500,0.250,0.88,0.26,-0.14,0.206,0.200,0.134,0.050,5.29,5.77,5.27
-100,125,50,-0.500,0.625,0.250,0.89,0.20,-0.07,0.203,0.195,0.121,0.047,5.28,5.79,5.25
-100,150,50,-0.500,0.750,0.250,0.86,0.16,-0.03,0.200,0.176,0.120,0.043,5.31,5.76,5.23
-100,200,50,-0.500,1.000,0.250,0.82,0.11,-0.02,0.198,0.175,0.113,0.041,5.29,5.77,5.26
-75,60,50,-0.375,0.300,0.250,0.10,0.04,-0.02,0.446,0.184,0.213,0.139,5.28,5.80,5.23
-75,75,50,-0.375,0.375,0.250,0.90,0.25,-0.17,0.380,0.201,0.207,0.114,5.29,5.79,5.24
-75,100,50,-0.375,0.500,0.250,0.98,0.21,-0.14,0.213,0.214,0.154,0.057,5.29,5.78,5.25
-75,125,50,-0.375,0.625,0.250,0.94,0.16,-0.07,0.196,0.182,0.129,0.044,5.27,5.78,5.24
-75,150,50,-0.375,0.750,0.250,0.88,0.13,-0.04,0.196,0.175,0.121,0.042,5.30,5.75,5.24
-75,200,50,-0.375,1.000,0.250,0.86,0.10,-0.02,0.200,0.168,0.116,0.041,5.29,5.77,5.25
-50,60,50,-0.250,0.300,0.250,0.06,-0.02,0.04,0.465,0.217,0.224,0.157,5.30,5.79,5.25
-50,75,50,-0.250,0.375,0.250,0.60,0.00,-0.11,0.493,0.193,0.222,0.165,5.30,5.77,5.27
-50,100,50,-0.250,0.500,0.250,0.98,0.14,-0.13,0.242,0.202,0.164,0.063,5.32,5.77,5.27
-50,125,50,-0.250,0.625,0.250,0.95,0.13,-0.07,0.200,0.194,0.129,0.047,5.30,5.75,5.25
-50,150,50,-0.250,0.750,0.250,0.92,0.10,-0.03,0.195,0.169,0.123,0.041,5.29,5.80,5.24
-50,200,50,-0.250,1.000,0.250,0.87,0.10,-0.01,0.196,0.166,0.119,0.040,5.31,5.77,5.25
-25,60,50,-0.125,0.300,0.250,0.13,-0.05,0.08,0.453,0.210,0.266,0.160,5.33,5.78,5.26
-25,75,50,-0.125,0.375,0.250,0.50,-0.07,-0.05,0.512,0.232,0.222,0.183,5.30,5.78,5.26
-25,100,50,-0.125,0.500,0.250,0.87,0.02,-0.09,0.338,0.176,0.173,0.088,5.33,5.77,5.26
-25,125,50,-0.125,0.625,0.250,0.98,0.07,-0.06,0.212,0.189,0.138,0.050,5.29,5.77,5.24
-25,150,50,-0.125,0.750,0.250,0.92,0.08,-0.04,0.191,0.174,0.124,0.041,5.33,5.79,5.26
-25,200,50,-0.125,1.000,0.250,0.88,0.07,-0.01,0.193,0.169,0.117,0.040,5.31,5.72,5.28
0,60,50,0.000,0.300,0.250,0.27,0.05,0.04,0.464,0.273,0.262,0.179,5.31,5.80,5.25
0,75,50,0.000,0.375,0.250,0.54,-0.05,-0.01,0.480,0.266,0.226,0.176,5.31,5.79,5.24
0,100,50,0.000,0.500,0.250,0.86,-0.03,-0.07,0.356,0.192,0.189,0.100,5.31,5.76,5.27
0,125,50,0.000,0.625,0.250,0.94,0.01,-0.05,0.230,0.179,0.146,0.053,5.33,5.78,5.27
0,150,50,0.000,0.750,0.250,0.93,0.04,-0.02,0.200,0.176,0.125,0.043,5.32,5.78,5.27
0,200,50,0.000,1.000,0.250,0.88,0.06,-0.01,0.203,0.158,0.119,0.040,5.32,5.77,5.28
10,0,50,0.050,0.000,0.250,-0.09,0.04,0.06,0.119,0.195,0.132,0.035,5.30,5.77,5.28
10,25,50,0.050,0.125,0.250,-0.04,0.17,0.03,0.128,0.176,0.138,0.033,5.31,5.76,5.28
10,40,50,0.050,0.200,0.250,0.01,0.18,0.02,0.128,0.157,0.145,0.031,5.32,5.76,5.23
10,50,50,0.050,0.250,0.250,0.15,0.06,0.05,0.285,0.223,0.171,0.080,5.35,5.78,5.22
10,60,50,0.050,0.300,0.250,0.33,0.04,0.04,0.396,0.259,0.229,0.138,5.33,5.80,5.28
10,75,50,0.050,0.375,0.250,0.48,-0.04,-0.01,0.455,0.269,0.216,0.163,5.32,5.78,5.27
10,100,50,0.050,0.500,0.250,0.85,-0.05,-0.05,0.364,0.202,0.188,0.104,5.32,5.75,5.26
10,125,50,0.050,0.625,0.250,0.95,0.01,-0.04,0.254,0.185,0.144,0.060,5.33,5.77,5.27
10,150,50,0.050,0.750,0.250,0.94,0.02,-0.02,0.206,0.166,0.129,0.043,5.33,5.73,5.26
10,200,50,0.050,1.000,0.250,0.89,0.05,0.00,0.188,0.159,0.117,0.037,5.32,5.78,5.26
25,0,50,0.125,0.000,0.250,-0.20,0.04,0.06,0.163,0.209,0.137,0.044,5.34,5.77,5.29
25,25,50,0.125,0.125,0.250,-0.11,0.11,0.03,0.181,0.199,0.147,0.047,5.35,5.75,5.30
25,40,50,0.125,0.200,0.250,0.03,0.08,0.04,0.213,0.206,0.159,0.057,5.34,5.79,5.27
25,50,50,0.125,0.250,0.250,0.22,0.01,0.05,0.359,0.238,0.194,0.112,5.33,5.72,5.28
25,60,50,0.125,0.300,0.250,0.40,-0.01,0.04,0.413,0.253,0.214,0.140,5.34,5.76,5.26
25,75,50,0.125,0.375,0.250,0.54,-0.06,0.00,0.429,0.250,0.209,0.145,5.33,5.77,5.29
25,100,50,0.125,0.500,0.250,0.80,-0.06,-0.03,0.356,0.207,0.181,0.101,5.35,5.76,5.27
25,125,50,0.125,0.625,0.250,0.89,-0.01,-0.04,0.248,0.171,0.149,0.057,5.33,5.75,5.28
25,150,50,0.125,0.750,0.250,0.92,0.00,-0.03,0.209,0.162,0.123,0.043,5.32,5.74,5.28
25,200,50,0.125,1.000,0.250,0.89,0.03,0.00,0.200,0.157,0.121,0.040,5.31,5.76,5.27
50,0,50,0.250,0.000,0.250,-0.27,0.04,0.03,0.184,0.229,0.173,0.058,5.31,5.75,5.29
50,25,50,0.250,0.125,0.250,-0.12,0.01,0.03,0.224,0.242,0.177,0.070,5.36,5.77,5.29
50,40,50,0.250,0.200,0.250,0.08,-0.04,0.05,0.311,0.251,0.194,0.099,5.33,5.75,5.30
50,50,50,0.250,0.250,0.250,0.27,-0.08,0.05,0.397,0.238,0.197,0.127,5.34,5.76,5.30
50,60,50,0.250,0.300,0.250,0.44,-0.08,0.05,0.408,0.237,0.208,0.133,5.34,5.74,5.29
50,75,50,0.250,0.375,0.250,0.57,-0.10,0.01,0.412,0.244,0.201,0.135,5.35,5.76,5.29
50,100,50,0.250,0.500,0.250,0.76,-0.08,-0.01,0.335,0.201,0.174,0.092,5.35,5.74,5.30
50,125,50,0.250,0.625,0.250,0.88,-0.05,-0.02,0.260,0.166,0.153,0.059,5.31,5.78,5.30
50,150,50,0.250,0.750,0.250,0.91,-0.01,-0.01,0.212,0.159,0.133,0.044,5.32,5.77,5.32
50,200,50,0.250,1.000,0.250,0.90,0.03,0.00,0.191,0.154,0.118,0.037,5.29,5.73,5.31
75,0,50,0.375,0.000,0.250,-0.21,0.03,0.03,0.190,0.266,0.190,0.071,5.34,5.79,5.29
75,25,50,0.375,0.125,0.250,-0.07,-0.05,0.04,0.252,0.275,0.195,0.089,5.36,5.76,5.28
75,40,50,0.375,0.200,0.250,0.14,-0.10,0.04,0.346,0.267,0.199,0.115,5.33,5.78,5.30
75,50,50,0.375,0.250,0.250,0.29,-0.12,0.05,0.408,0.244,0.202,0.134,5.35,5.75,5.29
75,60,50,0.375,0.300,0.250,0.43,-0.12,0.04,0.415,0.236,0.206,0.135,5.31,5.76,5.31
75,75,50,0.375,0.375,0.250,0.57,-0.13,0.01,0.402,0.223,0.194,0.125,5.31,5.76,5.32
75,100,50,0.375,0.500,0.250,0.76,-0.10,0.00,0.330,0.193,0.181,0.090,5.34,5.74,5.33
75,125,50,0.375,0.625,0.250,0.87,-0.06,-0.01,0.281,0.167,0.153,0.065,5.32,5.76,5.30
75,150,50,0.375,0.750,0.250,0.88,-0.02,-0.01,0.219,0.163,0.130,0.046,5.35,5.77,5.33
75,200,50,0.375,1.000,0.250,0.88,0.01,0.00,0.193,0.155,0.114,0.037,5.34,5.77,5.28
100,0,50,0.500,0.000,0.250,-0.11,0.02,0.01,0.197,0.278,0.198,0.078,5.35,5.74,5.31
100,25,50,0.500,0.125,0.250,0.02,-0.06,0.02,0.276,0.282,0.203,0.099,5.34,5.75,5.29
100,40,50,0.500,0.200,0.250,0.18,-0.12,0.03,0.336,0.270,0.207,0.115,5.34,5.76,5.29
100,50,50,0.500,0.250,0.250,0.30,-0.12,0.04,0.379,0.251,0.212,0.126,5.33,5.75,5.28
100,60,50,0.500,0.300,0.250,0.39,-0.14,0.03,0.395,0.239,0.210,0.129,5.35,5.74,5.28
100,75,50,0.500,0.375,0.250,0.57,-0.14,0.02,0.393,0.215,0.195,0.119,5.35,5.75,5.29
100,100,50,0.500,0.500,0.250,0.71,-0.11,0.01,0.347,0.193,0.178,0.095,5.35,5.74,5.29
100,125,50,0.500,0.625,0.250,0.82,-0.07,0.00,0.292,0.180,0.148,0.070,5.35,5.74,5.29
100,150,50,0.500,0.750,0.250,0.87,-0.03,-0.01,0.233,0.155,0.136,0.048,5.34,5.74,5.28
100,200,50,0.500,1.000,0.250,0.88,0.01,0.00,0.194,0.155,0.117,0.038,5.35,5.75,5.30
150,0,50,0.750,0.000,0.250,0.08,0.01,-0.02,0.218,0.310,0.215,0.095,5.31,5.75,5.32
150,25,50,0.750,0.125,0.250,0.17,-0.06,-0.01,0.271,0.283,0.207,0.098,5.36,5.78,5.29
150,40,50,0.750,0.200,0.250,0.28,-0.09,0.01,0.326,0.270,0.199,0.109,5.35,5.75,5.32
150,50,50,0.750,0.250,0.250,0.35,-0.11,0.01,0.337,0.252,0.201,0.109,5.34,5.73,5.32
150,60,50,0.750,0.300,0.250,0.44,-0.12,0.01,0.337,0.245,0.196,0.106,5.36,5.73,5.32
150,75,50,0.750,0.375,0.250,0.52,-0.12,0.01,0.365,0.216,0.183,0.107,5.35,5.74,5.32
150,100,50,0.750,0.500,0.250,0.69,-0.09,0.01,0.310,0.189,0.170,0.080,5.34,5.73,5.31
150,125,50,0.750,0.625,0.250,0.77,-0.07,0.00,0.283,0.174,0.149,0.066,5.35,5.73,5.31
150,150,50,0.750,0.750,0.250,0.84,-0.03,0.00,0.229,0.161,0.128,0.047,5.35,5.76,5.28
150,200,50,0.750,1.000,0.250,0.88,0.00,0.00,0.208,0.156,0.117,0.041,5.31,5.75,5.29
200,0,50,1.000,0.000,0.250,0.24,0.01,-0.06,0.209,0.283,0.209,0.084,5.35,5.75,5.30
200,25,50,1.000,0.125,0.250,0.29,-0.04,-0.04,0.243,0.277,0.203,0.088,5.35,5.75,5.31
200,40,50,1.000,0.200,0.250,0.38,-0.06,-0.03,0.278,0.263,0.199,0.093,5.36,5.73,5.32
200,50,50,1.000,0.250,0.250,0.41,-0.08,-0.02,0.295,0.244,0.187,0.091,5.35,5.76,5.32
200,60,50,1.000,0.300,0.250,0.47,-0.08,-0.02,0.313,0.227,0.196,0.094,5.32,5.75,5.32
200,75,50,1.000,0.375,0.250,0.58,-0.09,-0.01,0.329,0.213,0.184,0.094,5.35,5.74,5.34
200,100,50,1.000,0.500,0.250,0.66,-0.07,0.00,0.303,0.191,0.168,0.078,5.36,5.75,5.31
200,125,50,1.000,0.625,0.250,0.76,-0.05,0.00,0.260,0.167,0.146,0.058,5.38,5.76,5.33
200,150,50,1.000,0.750,0.250,0.79,-0.04,0.00,0.228,0.160,0.132,0.047,5.34,5.73,5.32
200,200,50,1.000,1.000,0.250,0.87,0.00,0.00,0.204,0.150,0.115,0.039,5.34,5.76,5.33
250,0,50,1.250,0.000,0.250,0.35,0.00,-0.05,0.213,0.270,0.191,0.077,5.32,5.72,5.33
250,25,50,1.250,0.125,0.250,0.40,-0.03,-0.05,0.227,0.261,0.190,0.078,5.34,5.69,5.33
250,40,50,1.250,0.200,0.250,0.45,-0.04,-0.04,0.251,0.253,0.187,0.081,5.39,5.73,5.34
250,50,50,1.250,0.250,0.250,0.47,-0.05,-0.03,0.268,0.242,0.183,0.082,5.37,5.76,5.33
250,60,50,1.250,0.300,0.250,0.52,-0.05,-0.03,0.277,0.230,0.176,0.080,5.35,5.71,5.34
250,75,50,1.250,0.375,0.250,0.57,-0.06,-0.03,0.274,0.219,0.179,0.077,5.37,5.76,5.31
250,100,50,1.250,0.500,0.250,0.64,-0.06,-0.01,0.271,0.184,0.161,0.067,5.37,5.76,5.31
250,125,50,1.250,0.625,0.250,0.75,-0.04,-0.01,0.260,0.170,0.147,0.059,5.34,5.75,5.33
250,150,50,1.250,0.750,0.250,0.79,-0.03,-0.01,0.255,0.160,0.131,0.054,5.35,5.73,5.31
250,200,50,1.250,1.000,0.250,0.86,0.01,0.01,0.205,0.146,0.118,0.039,5.36,5.75,5.35
300,0,50,1.500,0.000,0.250,0.45,0.00,-0.07,0.204,0.256,0.182,0.070,5.36,5.71,5.32
300,25,50,1.500,0.125,0.250,0.48,-0.01,-0.06,0.225,0.240,0.179,0.070,5.34,5.74,5.31
300,40,50,1.500,0.200,0.250,0.50,-0.02,-0.04,0.230,0.238,0.175,0.070,5.36,5.76,5.32
300,50,50,1.500,0.250,0.250,0.55,-0.03,-0.05,0.243,0.226,0.175,0.070,5.34,5.74,5.36
300,60,50,1.500,0.300,0.250,0.57,-0.03,-0.04,0.257,0.221,0.172,0.072,5.35,5.73,5.38
300,75,50,1.500,0.375,0.250,0.61,-0.04,-0.03,0.262,0.202,0.157,0.067,5.35,5.74,5.41
300,100,50,1.500,0.500,0.250,0.65,-0.04,-0.02,0.261,0.187,0.153,0.063,5.37,5.71,5.45
300,125,50,1.500,0.625,0.250,0.72,-0.02,-0.01,0.252,0.175,0.141,0.057,5.36,5.71,5.45
300,150,50,1.500,0.750,0.250,0.79,-0.03,0.00,0.230,0.154,0.128,0.047,5.41,5.72,5.46
300,200,50,1.500,1.000,0.250,0.86,0.01,0.01,0.208,0.145,0.119,0.039,5.37,5.76,5.47
400,0,50,2.000,0.000,0.250,0.50,-0.02,-0.04,0.191,0.223,0.159,0.056,5.37,5.71,5.51
400,25,50,2.000,0.125,0.250,0.53,-0.02,-0.04,0.199,0.227,0.165,0.059,5.39,5.72,5.49
400,40,50,2.000,0.200,0.250,0.53,-0.01,-0.05,0.198,0.217,0.163,0.057,5.38,5.71,5.53
400,50,50,2.000,0.250,0.250,0.55,-0.01,-0.03,0.208,0.209,0.156,0.056,5.39,5.72,5.50
400,60,50,2.000,0.300,0.250,0.57,-0.02,-0.03,0.211,0.201,0.153,0.054,5.37,5.73,5.50
400,75,50,2.000,0.375,0.250,0.64,-0.02,-0.03,0.237,0.195,0.151,0.058,5.35,5.73,5.51
400,100,50,2.000,0.500,0.250,0.67,-0.01,-0.02,0.224,0.188,0.142,0.053,5.39,5.74,5.49
400,125,50,2.000,0.625,0.250,0.74,-0.01,-0.01,0.238,0.170,0.133,0.052,5.36,5.73,5.50
400,150,50,2.000,0.750,0.250,0.77,-0.01,0.00,0.245,0.164,0.124,0.051,5.38,5.75,5.48
400,200,50,2.000,1.000,0.250,0.83,0.01,0.00,0.213,0.156,0.114,0.041,5.36,5.75,5.50
-200,-200,12.5,-1.0000,-1.0000,0.0625,0.4986 ,-0.1594 ,0.0565 ,0.1612 ,0.1703 ,0.0707 ,0.0300 ,5.3064 ,5.6742 ,6.0867 
-200,-150,12.5,-1.0000,-0.7500,0.0625,0.4727 ,-0.1957 ,0.0504 ,0.1680 ,0.1829 ,0.0745 ,0.0336 ,5.3022 ,5.6831 ,6.1032 
-200,-125,12.5,-1.0000,-0.6250,0.0625,0.4160 ,-0.2218 ,0.0559 ,0.1845 ,0.1795 ,0.0756 ,0.0360 ,5.3339 ,5.6633 ,6.0775 
-200,-100,12.5,-1.0000,-0.5000,0.0625,0.3863 ,-0.2185 ,0.0508 ,0.1736 ,0.1777 ,0.0778 ,0.0339 ,5.2927 ,5.6758 ,6.0783 
-200,-75,12.5,-1.0000,-0.3750,0.0625,0.3413 ,-0.1980 ,0.0503 ,0.1850 ,0.1731 ,0.0841 ,0.0356 ,5.3137 ,5.6912 ,6.0986 
-200,-60,12.5,-1.0000,-0.3000,0.0625,0.3202 ,-0.1727 ,0.0471 ,0.1896 ,0.1687 ,0.0912 ,0.0364 ,5.3008 ,5.6868 ,6.0562 
-200,-50,12.5,-1.0000,-0.2500,0.0625,0.2945 ,-0.1488 ,0.0391 ,0.1769 ,0.1649 ,0.0903 ,0.0333 ,5.3286 ,5.6564 ,6.0991 
-200,-40,12.5,-1.0000,-0.2000,0.0625,0.2966 ,-0.1339 ,0.0284 ,0.1813 ,0.1587 ,0.0887 ,0.0330 ,5.2836 ,5.7173 ,6.0951 
-200,-25,12.5,-1.0000,-0.1250,0.0625,0.2734 ,-0.1019 ,0.0175 ,0.1800 ,0.1591 ,0.0835 ,0.0323 ,5.3020 ,5.6542 ,6.0973 
-200,0,12.5,-1.0000,0.0000,0.0625,0.2765 ,-0.0021 ,-0.0322 ,0.1798 ,0.1531 ,0.0820 ,0.0313 ,5.2540 ,5.7785 ,5.2455 
-200,25,12.5,-1.0000,0.1250,0.0625,0.2897 ,0.0569 ,-0.0489 ,0.1875 ,0.1528 ,0.0836 ,0.0328 ,5.2656 ,5.8095 ,5.2144 
-200,40,12.5,-1.0000,0.2000,0.0625,0.3268 ,0.1102 ,-0.0557 ,0.1886 ,0.1698 ,0.0877 ,0.0360 ,5.2549 ,5.7620 ,5.2292 
-200,50,12.5,-1.0000,0.2500,0.0625,0.3422 ,0.1190 ,-0.0568 ,0.1829 ,0.1770 ,0.0907 ,0.0365 ,5.2717 ,5.7673 ,5.2532 
-200,60,12.5,-1.0000,0.3000,0.0625,0.3516 ,0.1548 ,-0.0614 ,0.1897 ,0.1733 ,0.0851 ,0.0366 ,5.2506 ,5.7786 ,5.2542 
-200,75,12.5,-1.0000,0.3750,0.0625,0.3868 ,0.1689 ,-0.0676 ,0.1834 ,0.1721 ,0.0808 ,0.0349 ,5.2479 ,5.7847 ,5.2339 
-200,100,12.5,-1.0000,0.5000,0.0625,0.4758 ,0.1625 ,-0.0687 ,0.1810 ,0.1768 ,0.0820 ,0.0354 ,5.2377 ,5.7888 ,5.2212 
-200,125,12.5,-1.0000,0.6250,0.0625,0.5064 ,0.1669 ,-0.0618 ,0.1859 ,0.1773 ,0.0805 ,0.0362 ,5.2324 ,5.7794 ,5.2347 
-200,150,12.5,-1.0000,0.7500,0.0625,0.5431 ,0.1691 ,-0.0556 ,0.1737 ,0.1788 ,0.0786 ,0.0342 ,5.2817 ,5.7507 ,5.2602 
-200,200,12.5,-1.0000,1.0000,0.0625,0.5965 ,0.1269 ,-0.0446 ,0.1758 ,0.1682 ,0.0779 ,0.0326 ,5.2387 ,5.7694 ,5.2176 
-150,-200,12.5,-0.7500,-1.0000,0.0625,0.5670 ,-0.2141 ,0.0597 ,0.1629 ,0.1926 ,0.0732 ,0.0345 ,5.3119 ,5.7061 ,6.1032 
-150,-150,12.5,-0.7500,-0.7500,0.0625,0.5107 ,-0.2942 ,0.0785 ,0.1774 ,0.2084 ,0.0936 ,0.0418 ,5.3223 ,5.6392 ,6.0883 
-150,-125,12.5,-0.7500,-0.6250,0.0625,0.4602 ,-0.3471 ,0.0880 ,0.2071 ,0.2143 ,0.1203 ,0.0516 ,5.3150 ,5.6733 ,6.1125 
-150,-100,12.5,-0.7500,-0.5000,0.0625,0.3757 ,-0.4000 ,0.1137 ,0.2220 ,0.2238 ,0.1668 ,0.0636 ,5.3517 ,5.6617 ,6.1013 
-150,-75,12.5,-0.7500,-0.3750,0.0625,0.2123 ,-0.3906 ,0.1206 ,0.2394 ,0.2015 ,0.2222 ,0.0736 ,5.3327 ,5.6802 ,6.0834 
-150,-60,12.5,-0.7500,-0.3000,0.0625,0.1524 ,-0.3541 ,0.1229 ,0.2330 ,0.1924 ,0.2457 ,0.0758 ,5.3285 ,5.6671 ,6.0652 
-150,-50,12.5,-0.7500,-0.2500,0.0625,0.0838 ,-0.3036 ,0.1022 ,0.2330 ,0.1850 ,0.2482 ,0.0750 ,5.3435 ,5.6699 ,6.0716 
-150,-40,12.5,-0.7500,-0.2000,0.0625,0.0358 ,-0.2591 ,0.0887 ,0.2206 ,0.1796 ,0.2588 ,0.0739 ,5.3312 ,5.6507 ,6.0986 
-150,-25,12.5,-0.7500,-0.1250,0.0625,0.0211 ,-0.1674 ,0.0639 ,0.2323 ,0.1614 ,0.2486 ,0.0709 ,5.3281 ,5.6738 ,6.1239 
-150,0,12.5,-0.7500,0.0000,0.0625,0.0083 ,0.0121 ,-0.0580 ,0.2379 ,0.1539 ,0.1973 ,0.0596 ,5.2645 ,5.7739 ,5.2425 
-150,25,12.5,-0.7500,0.1250,0.0625,0.0581 ,0.1529 ,-0.0326 ,0.2345 ,0.1769 ,0.2308 ,0.0698 ,5.2717 ,5.7493 ,5.2177 
-150,40,12.5,-0.7500,0.2000,0.0625,0.1020 ,0.2606 ,-0.0191 ,0.2426 ,0.1844 ,0.2366 ,0.0744 ,5.2611 ,5.7805 ,5.2480 
-150,50,12.5,-0.7500,0.2500,0.0625,0.1649 ,0.3073 ,-0.0239 ,0.2410 ,0.1893 ,0.2366 ,0.0750 ,5.2416 ,5.7798 ,5.2246 
-150,60,12.5,-0.7500,0.3000,0.0625,0.2192 ,0.3543 ,-0.0255 ,0.2359 ,0.1994 ,0.2218 ,0.0723 ,5.2226 ,5.7776 ,5.2451 
-150,75,12.5,-0.7500,0.3750,0.0625,0.3255 ,0.3722 ,-0.0461 ,0.2338 ,0.2109 ,0.2011 ,0.0698 ,5.2802 ,5.7482 ,5.2267 
-150,100,12.5,-0.7500,0.5000,0.0625,0.4411 ,0.3401 ,-0.0633 ,0.2274 ,0.2215 ,0.1508 ,0.0618 ,5.2663 ,5.7706 ,5.2359 
-150,125,12.5,-0.7500,0.6250,0.0625,0.5496 ,0.2907 ,-0.0653 ,0.1999 ,0.2094 ,0.1106 ,0.0480 ,5.2797 ,5.7593 ,5.2349 
-150,150,12.5,-0.7500,0.7500,0.0625,0.5970 ,0.2461 ,-0.0610 ,0.1824 ,0.2057 ,0.0906 ,0.0419 ,5.2650 ,5.7799 ,5.2523 
-150,200,12.5,-0.7500,1.0000,0.0625,0.6192 ,0.1661 ,-0.0480 ,0.1723 ,0.1835 ,0.0748 ,0.0345 ,5.2446 ,5.7982 ,5.2585 
-125,-200,12.5,-0.6250,-1.0000,0.0625,0.6028 ,-0.2172 ,0.0676 ,0.1786 ,0.1968 ,0.0754 ,0.0382 ,5.3704 ,5.6885 ,6.1154 
-125,-150,12.5,-0.6250,-0.7500,0.0625,0.5529 ,-0.3221 ,0.0866 ,0.1901 ,0.2283 ,0.1106 ,0.0503 ,5.3550 ,5.6688 ,6.1231 
-125,-125,12.5,-0.6250,-0.6250,0.0625,0.5041 ,-0.4076 ,0.1095 ,0.2264 ,0.2306 ,0.1548 ,0.0642 ,5.3355 ,5.6598 ,6.0879 
